Period,Company Name,company contact,company email,company phone,Address,City,State,Postcode,Industry,Industry descr,Company Type,Current fulltime,Job created,Job retain,Effective Date,Total Savings,Savings from beginning receiving benefits,Gas Savings,Cogen savings,Electric Savings,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
FY2019,"D.V. TRADING CO., INC.",I. VAINER,,7184398262,"140 58TH ST., BLDG. A UNIT 7L",Brooklyn,NY,11220,Wholesale/Warehouse/Distribution,DISTRIBUTOR,Tenant,19,4,19,03/06/2007,"1,046.12","9,775.66",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2019,DAIRYLAND USA CORP.,Ken Clark,kclark@chefswarehouse.com,7188428700,240 FOOD CENTER DRIVE,Bronx,NY,10474,Wholesale/Warehouse/Distribution,WHLS. FOOD DIST. AND MFG.,Tenant,30,12,30,02/03/2005,"114,553.5","789,055.54",,,,BRONX,40.810302,-73.873742,202,17,2127434,2027700001,11702,BX0201
FY2019,Daniel Scuderi,David Scuderi,danielscuderi@Danielscuderi.com,2129472499,47-15 Barnett  Avenue,Queens,NY,11101,Manufacturing,Antique Furniture,Relocator,5,,,10/14/2016,"3,611.41","7,633.85",,,,QUEENS,40.750033,-73.915867,402,26,4001325,4001420227,17101,QN0261
FY2019,"Dart Medical Labortory, Inc.",Zina Korposh,info@dartmedicallab.com,7189341918,140 58th Street Bldg. A Unit 3L,Brooklyn,NY,11220,Commercial,Clinical Laboratory testing facility,Tenant,22,,,03/19/2015,"6,424.82","30,402.36",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2019,Dasny Mechanical Inc.,George Wu,info@dasnymech.com,7183660123,112-20 14th Avenue,Queens,NY,11356,Manufacturing,HVAC systems,IDA,26,,,09/30/2011,"9,074.11","66,871.92",,,,QUEENS,40.785665,-73.854823,407,19,4566577,4040470001,929,QN0701
FY2019,"DBAB Wall Street, LLC.",Diana Sweeney,,2126165116,"100 William Street, Ste 2002",New York,NY,10038,Commercial,48 story building,LMEP,,,,07/01/2011,"1,785,871.15","15,141,119.57",,,,MANHATTAN,40.708497,-74.007477,101,1,1001116,1000680036,1502,MN0101
FY2019,DCD Marketing Ltd.,Mitchell Vilinsky,mitch@dcdad.com,7186473000,2744 Atlantic Avenue,Brooklyn,NY,11207,Commercial,"Advertising and marketing, collating, graphics, printing.",IDA,19,,,08/04/2008,"18,681.78","163,122.16",,,,BROOKLYN,40.676158,-73.89293,305,37,3000000,3036910008,1198,BK0502
FY2019,"Deep Draw Silver, Inc.",David Haber,david@habersilver.com,7189936405,820 E. 141st Street,"Bronx,",NY,10454,Manufacturing,Mfg. of silver plating,ICIP,45,,,07/10/2009,"8,150","99,185.39",,,,BRONX,40.805545,-73.908265,201,8,2004023,2025920021,1902,BX0101
FY2019,Delvi Realty Corp.,Walter Villacis,villacisw@gmail.com,9174181083,18-48 Steinway Street,Astoria,NY,11105,Landlord,SEP & engineering consultant svcs,ICAP,2,,,04/10/2018,50.14,80.38,,,,QUEENS,40.779245,-73.898267,401,22,4448619,4008130063,12301,QN0101
FY2019,DEPOSITORY TRUST COMPANY,Devika khusial,Dkhusial@DTCC.com,2128558287,140 58TH STREET,Brooklyn,NY,11220,Commercial,DATA PROCESSING,Tenant,100,,,07/03/2013,"284,821.66","1,781,112.76",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2019,"Deutsche Bank Securities, Inc.",Chandra Gopalakrishnan,chandra.gopalakrishnan@db.com,2122500109,"4 Chase Metrotech Center, 8th Fl",Brooklyn,NY,11201,Commercial,"financial services including securities trading, corporate and investment",Tenant,3,,,07/03/2017,"31,674.89","56,148.41",,,,BROOKLYN,40.694059,-73.985741,302,33,3000000,3001420100,11,BK0202
FY2019,DI DOMENICO & PARTNERS LLP,Andrew Berger,aberger@ddp-ny.com,2123770400,38-17 CRESCENT STREET,LONG ISLAND CITY,NY,11101,Commercial,Architectural firm applyig for back office operation,Relocator,31,,,09/02/2008,"3,826.53","45,413.62",,,,QUEENS,40.755514,-73.936048,401,26,4004700,4003870009,31,QN0105
FY2019,DIAMOND STREET PROPERTIES,Gina Argento,lunabella3939@aol.com,7183499146,203 Meserole Ave,BROOKLYN,NY,11222,Manufacturing,"film, television production",ICIP,44,,,03/04/2008,"25,367.74","590,972.03",,,,BROOKLYN,40.728643,-73.948045,301,33,3065441,3026020024,573,BK0101
FY2019,Dinas Distribution Corp.,Carlos Cordoba,ccordoba@dinascorp.com,7186289899,104-46 Dunkirk Street,Queens,NY,11412,Wholesale/Warehouse/Distribution,Distributor of foods,IDA,18,,,04/20/2010,"12,830.36","105,251.24",,,,QUEENS,40.704634,-73.774736,412,27,4440678,4103430085,444,QN1201
FY2019,"DLX INDUSTRIES, INC.",Mark Stewart,mstewart@dlxonline.com,7185226630,1970 INDUSTRIAL PARK ROAD,Brooklyn,NY,11207,Manufacturing,MFG. OF BLINDS,IDA,80,3,80,09/21/2005,-56.42,"185,244.1",,,,,,,,,,,,
FY2019,"Down East & Seafood, Inc.",Michael Jacobs,mike1downeast@hotmail.com,3475908007,311 Manida Street,Bronx,NY,10474,Manufacturing,Distributor of seafood,ICIP,36,,,06/03/2008,"7,062.51","140,816.76",,,,BRONX,40.806967,-73.886435,202,17,2006949,2027740258,9302,BX0201
FY2019,DOWN RIGHTS LTD.,Mordechai Fried,info@downrightltd.com,7187886363,4603 FIRST AVENUE,Brooklyn,NY,11232,Manufacturing,MFG LINENS & BEDDING,IDA,28,,28,07/13/2005,276.25,"107,684.82",,,,BROOKLYN,40.652459,-74.017003,307,38,3350102,3007350015,1803,BK0702
FY2019,Dr. Smood New York Production LLC,Dan Schwartz,dans@drsmood.com,5162428036,47-10 Austel Place,Long Island City,NY,11101,Manufacturing,Food,Relocator,13,,,08/04/2017,"1,203","6,027.62",,,,QUEENS,40.743404,-73.941909,402,26,4000742,4000980042,104,QN0201
FY2019,Duce Construction Corp.,Vejai Dadydeen,vejai@ducecc.com,2123162400,412 West 127th Street,New York,NY,10027,Commercial,,Tenant,31,,,06/10/2013,"1,353.24","10,755.31",,,,MANHATTAN,40.812887,-73.953622,109,7,1081778,1019670015,21303,MN0902
FY2019,Dundy Glass & Mirror Corp.,Eric  Latin,eric@dundyglass.com,7187235800,122-52 Montauk Street,Springfield Gardens,NY,11413,Manufacturing,Cutter of glass,ICIP,18,,,04/16/2008,"3,094.58","55,898.35",,,,QUEENS,40.681472,-73.759058,412,27,4442292,4127000038,352,QN1205
FY2019,"DURA FOAM, INC.",ANTHONY FONTANA,ldyjewles@yahoo.com,7188481216,63-02 59TH AVENUE,Queens,NY,11378,Manufacturing,MFG/FABR FOAM & CUSHIONS,ICIP,14,30,42,02/16/2006,"1,780.95","89,029.12",,,,QUEENS,40.719695,-73.901421,405,30,4437578,4027550023,521,QN0501
FY2019,"East Coast Envelope & Graphics, LLC",RICARDO  WILKOWSKI,ricardow@interstate-envelope.com,7183262424,56-05 55th Dr,Queens,NY,11378,Manufacturing,MFG. OF ENVELOPES,ICAP,52,,,10/17/2016,"32,158.64","156,995.52",,,,QUEENS,40.726479,-73.914291,402,26,4058925,4025730162,219,QN0501
FY2019,"EASTERN CONCEPTS, INC.",ERIC GREENBERG,ericg@gm-graphics.com,2124723377,11030 45TH ROAD,LONG ISLAND CITY,NY,11101,Manufacturing,Signs and Award Plaques,Relocator,9,,,11/04/2015,"1,713.96","6,201.55",,,,QUEENS,40.746929,-73.949225,402,26,4617933,4000547501,702,QN0201
FY2019,"Eastern Effects, Inc.",Christopher Hayes,Scott@easterneffects.com,7188551197,302 Scheffield Avenue,Brooklyn,NY,11215,Wholesale/Warehouse/Distribution,,IDA,29,,,02/23/2016,"23,929.17","78,762.77",,,,,,,,,,,,
FY2019,"Eastern Plating, Inc.",Shlomo Basch,sol@easterntabletop.com,7185224142,1943 Pitkin Avenue,Brooklyn,NY,11207,Wholesale/Warehouse/Distribution,Mfg. Silver Plating,ICIP,20,,,04/22/2010,"4,780.07","43,222.19",,,,BROOKLYN,40.671139,-73.900999,305,37,3083763,3037150033,1144,BK0502
FY2019,"Echostar Satellite, LLC",Angelique Carter,angelique.carter@dishnetwork.com,7205146423,3189 123rd Street,Flushing,NY,11354,Commercial,,ICIP,133,,,01/02/2009,"21,571","302,463.11",,,,QUEENS,40.768295,-73.845753,407,19,4438020,4043920025,907,QN0701
FY2019,"Eclectic/Encore Properties, Inc.",Suri Bieler,sbieler@eclecticprops.com,2126458880,47-51 33rd Street,Long Island City,NY,11101,Commercial,Prop and rental company,IDA,18,,,07/08/2015,"11,936.64","45,568.82",,,,QUEENS,40.741725,-73.932261,402,26,4311874,4002510001,19901,QN0202
FY2019,"EDISON PRICE, INC.",EMMA PRICE,eprice@epl.com,7186850701,41-10 22 St.,Queens,NY,11101,Manufacturing,,ICIP,150,,,12/04/2012,"35,350.83","237,233.88",,,,QUEENS,40.753148,-73.941706,401,26,4004977,4004110031,3301,QN0105
FY2019,"EMERALD SEAFOOD CO., INC.",THOMAS FLANIGAN,EmeraldSeaFoodCompany@newfultonfishmarket.com,7186208414,"800 FOOD CENTER DRIVE,  59,61,63",Bronx,NY,10474,Wholesale/Warehouse/Distribution,DISTRIBUTOR,Tenant,15,,15,07/03/2006,"1,244.1","53,856.18",,,,BRONX,40.805255,-73.876414,202,17,2088215,2027800073,9302,BX0201
FY2019,"EMG Media, Inc.",Adam Pierce,adamp@emgmediainc.com,2129939429,11-11 44th Drive,Queens,NY,11101,Commercial,organize corp events and sales promo svcs,Relocator,24,,,07/08/2015,"3,898.12","14,868.42",,,,QUEENS,40.748483,-73.949282,402,26,4005232,4004470013,1903,QN0201
FY2019,Empire Merchants,Stephen Meresman,smeresman@empiremerchants.com,7187262500,19-50 48TH STREET,Queens,NY,11105,Wholesale/Warehouse/Distribution,WH & DIST. WINES & SPIRIT,ICIP,25,5,25,04/12/2005,792.75,"83,826.86",,,,QUEENS,40.773816,-73.89556,401,22,4014509,4007650001,12301,QN0101
FY2019,Empire Merchants,Stephen Meresman,smeresman@empiremerchants.com,7187262500,19-50 48TH STREET,Queens,NY,11105,Wholesale/Warehouse/Distribution,WH & DIST. WINES & SPIRIT,IDA,840,15,"2,520",09/09/2005,"2,092.87","523,488.92",,,,QUEENS,40.773816,-73.89556,401,22,4014509,4007650001,12301,QN0101
FY2019,"Empress Media, Inc.",David Miller,dmiller@empressmam.com,2126434898,"39-20 24th St, 2nd Fl",Queens,NY,11101,Manufacturing,computer software & design,Relocator,43,,,12/07/2011,"6,650.47","35,686.91",,,,QUEENS,40.754795,-73.937896,401,26,4314376,4003940034,3302,QN0105
FY2019,ENVELOPE MANUFACTURERS,ROBERT HARPER Sr,danielle.germain.em@verizon.net,7188515009,450 JOHNSON AVENUE,Brooklyn,NY,11237,Manufacturing,MANUFACTURER,ICIP,32,8,119,04/05/2007,"23,595.99","670,346.7",,,,BROOKLYN,40.708045,-73.930409,301,34,3070612,3029920021,453,BK0104
FY2019,Epic Pharma LLC,Ram Potti,r.potti@epic-pharma.com,7182768600,227-15 North Conduit Avenue,Queens,NY,11413,Manufacturing,Prescription pharmaceuticals,ICIP,187,,,09/08/2014,"144,465.42","643,121.08",,,,QUEENS,40.666407,-73.746684,413,31,4440705,4131930100,682,QN1305
FY2019,"Export Trade of America, Inc.",Henry Lapiddos,henry@export-sales.com,2126735000,44-61 11th Street,Long Island City,NY,11101,Commercial,Exporter of american groceries,Relocator,11,,,06/08/2009,"1,761.63","18,432.65",,,,QUEENS,40.748206,-73.949701,402,26,4000441,4000520020,702,QN0201
FY2019,"E-Z Ink, Inc.",Oleg Zoan,oleg.ezink@gmail.com,7183698211,140 58th Street Bldg. B Unit 4E,Brooklyn,NY,11220,Manufacturing,,City/State,38,,,09/03/2014,"11,758.28","54,551.87",,,,BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2019,"FAIR FISH CO., INC.",FRANK FOGLIAND,FairFish@newfultonfishmarket.com,7187451115,"800 FOOD CENTER DRIVE UNITS21,23,25",Bronx,NY,10474,Wholesale/Warehouse/Distribution,DIST. VARIOUS FISH,Tenant,15,,15,03/07/2006,784.07,"47,047.74",,,,BRONX,40.805255,-73.876414,202,17,2088215,2027800073,9302,BX0201
FY2019,Fairway Bakery LLC,Dennis Tortora,dennis.tortora@fairwaymarket.com,9177348111,400 Walnut Avenue,Bronx,NY,10454,Manufacturing,Baked goods and fresh produce preparation and distributing,Relocator,70,,,11/06/2014,"108,644.12","544,997.47",,,,BRONX,40.805184,-73.906015,201,8,2004053,2025990089,1903,BX0101
FY2019,"FALCONE''''S COOKIELAND, LTD.",CARMINE FALCONE,Falconecookie@aol.com,7182364200,1632 61ST STREET,Brooklyn,NY,11204,Manufacturing,MFG. FLAT BREAD & COOKIES,ICIP,55,,,06/09/2011,"13,053.6","114,974.88",,,,BROOKLYN,40.623705,-73.991628,311,43,3132386,3055240020,248,BK1101
FY2019,"FAT WITCH BAKERY, INC.",PATRICIA HELDING,witchservice@fatwitch.com,2128071335,1753 Park Ave,New York,NY,10035,Manufacturing,COMMERCIAL BAKERY,Relocator,18,,,02/12/2009,"3,273.78","54,463.37",,,,MANHATTAN,40.802929,-73.940568,111,9,1087919,1017700071,196,MN1102
FY2019,Gotham Greens Gowanus LLC,Viraj Puri,viraj@gothamgreens.com,3477991100,190-220 Third Street,Brooklyn,NY,11215,Manufacturing,Hydroponic greenhouse,Tenant,33,,,08/08/2014,"82,102.87","298,917.36",,,,BROOKLYN,40.675749,-73.989415,306,39,3000000,3009780023,11901,BK0601
FY2019,Faviana International Inc,Omid Pourmoradi,omid@faviana.com,2125944422,31-10 Hunters Point Ave,Queens,NY,11101,Manufacturing,design & manufacture women''''''''s evening wear,IDA,8,,,07/07/2016,"6,649.57","17,628.46",,,,QUEENS,40.740233,-73.935968,402,26,4003554,4002890034,19902,QN0202
FY2019,"FAVORITE PLASTICS CO., INC.",Mitchell Kirschner,plasticsrus@aol.com,7182537000,1465 UTICA AVENUE,Brooklyn,NY,11205,Manufacturing,MFG. PLASTIC BAGS,ICIP,75,,75,08/29/2005,0,"2,076,967.07",,,,BROOKLYN,40.636521,-73.928747,318,45,3325342,3079690020,932,BK1702
FY2019,"FAVORITE PLASTICS CO., INC.",Mitchell Kirschner,plasticsrus@aol.com,7182537000,1465 UTICA AVENUE,Brooklyn,NY,11205,Manufacturing,MFG. PLASTIC BAGS,IDA,42,,,06/02/2017,"124,943.43","189,115.35",,,,BROOKLYN,40.636521,-73.928747,318,45,3325342,3079690020,932,BK1702
FY2019,Fay Da Manufacturing Corp.,Kellen Chow,kellen@fayda.com,7184569331,186-192 SEIGEL STREET,Brooklyn,NY,11206,Manufacturing,Mfg Asian dessert food products,ICIP,15,,,07/07/2009,"28,680.07","271,057.23",,,,BROOKLYN,40.704687,-73.938484,301,34,3071471,3031000011,485,BK0104
FY2019,FEDERAL EXPRESS,Samuel Adamson,sam.adamson@fedex.com,7187886000,3630 Hacks Cross Rd,Memphis,TN,38125,Commercial,OVERNIGHT SHP.,ICAP,77,,,07/08/2015,"64,833.68","233,309.01",,,,,,,,,,,,
FY2019,FEDERAL EXPRESS,Samuel Adamson,sam.adamson@fedex.com,7187886000,3630 Hacks Cross Rd,Memphis,TN,38125,Commercial,OVERNIGHT SHP.,ICIP,221,,,07/05/2007,"13,595.96","377,230.72",,,,,,,,,,,,
FY2019,FEDERAL EXPRESS,Samuel Adamson,sam.adamson@fedex.com,7187886000,3630 Hacks Cross Rd,Memphis,TN,38125,Commercial,OVERNIGHT SHP.,Relocator,193,,,09/09/2008,"24,053.54","456,659.65",,,,,,,,,,,,
FY2019,First United Distribution Corp.,Ismeta Durkovic,ismetaksdc@gmail.com,7183261219,58-38 59th Street,Queens,NY,11378,Wholesale/Warehouse/Distribution,,Tenant,2,,,10/16/2015,"2,121.3","7,736.53",,,,QUEENS,40.720022,-73.908286,405,30,4539678,4026810052,525,QN0501
FY2019,"Five Star Seafood, Inc.",Mitchell  Goldstein,mitchsseafood@gmail.com,9732092240,800 Food Center Dr. UNIT 94,"Bronx, NY",NY,10474,Wholesale/Warehouse/Distribution,Wholersaler of seafood,Tenant,1,,,03/07/2006,474.21,"17,808.12",,,,BRONX,40.805255,-73.876414,202,17,2088215,2027800073,9302,BX0201
FY2019,"Food Saver, New York, Inc.",Orin Tucker,andre@cvmventures.com,7182099300,402 E. 83rd Street,Brooklyn,NY,11236,Manufacturing,,ICIP,15,,,05/26/2015,"12,273.02","44,199.92",,,,BROOKLYN,40.643104,-73.917904,318,42,3221975,3079180111,960,BK1803
FY2019,FoodFest Depot LLC,Michael Tyras,mtyras@foodfestdepot.com,7183781122,550 E. 132nd Street,Bronx,NY,11545,Wholesale/Warehouse/Distribution,Distibutor of meats and groceries to restaurants and delis,IDA,16,,,08/11/2014,"47,467.41","236,471.72",,,,,,,,,,,,
FY2019,FOREST CITY PIERREPONT ASSOCIATES,Rick Ragaliotis,rragaliotis@fcrc.com,7088020131,300 CADMAN PLAZA WEST,BROOKLYN HEIGHT,NY,11201,Commercial,Landlord,ICIP,47,,,10/30/2008,"31,556.99","622,255.85",,,,BROOKLYN,40.695198,-73.990869,302,33,3001937,3002390001,502,BK0201
FY2019,"Foster Reeve & Associates, Inc.",Foster Reeve,creilly@fraplaster.com,7186090090,1155 Manhattan Avenue #1011,Brookyn,NY,11222,Manufacturing,"Mfg. of Plaster, Molding",Tenant,31,,,06/02/2010,"7,153.55","43,976.23",,,,BROOKLYN,40.738113,-73.955453,301,33,3404803,3024720350,56302,BK0101
FY2019,"FRANK W. WILKISSON, INC.",JOHN WILKISSON,fww779@aol.com,7185895280,"800 FOOD CENTER DRIVE, UNITS 98",Bronx,NY,10474,Wholesale/Warehouse/Distribution,WHOLESALE AND DISTRIBUTOR,Tenant,14,,14,06/02/2006,665.82,"25,385",,,,BRONX,40.805255,-73.876414,202,17,2088215,2027800073,9302,BX0201
FY2019,Franke Gottsegen & Cox Architect.,Erika Franke,studio@unionstreetstudiollc.com,718596,78 Union Street,Brooklyn,NY,11231,Commercial,,ICIP,5,,,07/10/2014,"1,311.15","6,143.15",,,,BROOKLYN,40.684708,-74.004183,306,39,3004377,3003410016,51,BK0601
FY2019,"FRED GELLER ELECTRICAL, INC.",Oleg Samilenko,,7183503900,54-15 38TH AVE./37-32 55TH ST.,QUEENS,NY,11377,Commercial,Electrical contractor,ICIP,360,,,05/15/2012,"11,410.56","83,686.59",,,,,,,,,,,,
FY2019,Freeman Lewis LLP,Jennifer Freeman,jfreeman@freemanlewis.com,2129804082,11-11 44th Road,Queens,NY,11101,Commercial,Corporate Law Office,Relocator,5,,,04/08/2013,333.93,"2,146.21",,,,QUEENS,40.749237,-73.949065,402,26,4005224,4004460023,1903,QN0201
FY2019,FRESH DIRECT LLC,JOE LACY,gbennett@freshdirect.com,2128222203,23-30 BORDEN AVENUE,Queens,NY,11101,Manufacturing,MFG. PERIS. FOOD,ICIP,200,,,10/05/2010,"51,644.73","402,156.18",,,,QUEENS,40.739918,-73.947213,402,26,4000000,4000680038,104,QN0201
FY2019,FRESH DIRECT LLC,JOE LACY,gbennett@freshdirect.com,2128222203,23-30 BORDEN AVENUE,Queens,NY,11101,Manufacturing,MFG. PERIS. FOOD,IDA,"2,565",,,08/08/2017,"351,929.36","765,912.89",,,,QUEENS,40.739918,-73.947213,402,26,4000000,4000680038,104,QN0201
FY2019,"G & G Manhattan Fruitier, Inc.",Jehv  Gold,jgold@manhattanfruitier.com,2126860404,48-09 34th Queens NY,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,,Relocator,15,,,08/04/2017,"1,788.65","2,273.22",,,,,,,,,,,,
FY2019,"G & G SEAFOOD, INC.",JIM TIEDEMANN,jtiedemann@universal-seafood.com,7188422200,"800 FOOD CENTER DRIVE Unit 36,125",Bronx,NY,10474,Wholesale/Warehouse/Distribution,DIST. VARIOUS SEAFOODS,Tenant,19,,19,05/03/2006,"1,129.59","52,589.75",,,,BRONX,40.805255,-73.876414,202,17,2088215,2027800073,9302,BX0201
FY2019,"G & J WHOLESALE ASSOCIATES, LLC",PINA SOARES,pinagracesmarketplace.com,2128760200,1735 PARK AVENUE,New York,NY,10035,Wholesale/Warehouse/Distribution,WHOLESALE,ICIP,2,4,4,10/11/2006,"3,223.05","116,299.67",,,,MANHATTAN,40.802344,-73.940994,111,9,1086569,1017690003,196,MN1102
FY2019,"Gailer Stamping & Die Cutting, LLC",Dennis Dourgarian,ddourgarian@gailer.com,2122435662,37-18 Northern Blvd.,Long Island City,NY,11101,Manufacturing,Die Cutting,Relocator,30,,,06/02/2010,"4,777.82","51,239.31",,,,QUEENS,40.752096,-73.925887,401,26,4003103,4002140040,17102,QN0161
FY2019,GENERAL HARDWARE MANUFACTURING,Jeff Arbeit,j.arbeit@generaltools.com,2127764296,80 WHITE STREET,New York,NY,10013,Manufacturing,MFG. SMALL HAND TOOLS,ICIP,43,,43,05/11/2006,604.98,"84,515.87",,,,MANHATTAN,40.717634,-74.002233,101,1,1002333,1001950030,31,MN0102
FY2019,Global Container Terminal (GCT) New York LP,Thomas Fallon,tfallon@globalterminals.com,7185681714,300 Western Ave,Staten Island,NY,10303,Commercial,"Container Terminal, transportation & warehousing",IDA,460,150,"1,380",09/06/2006,"311,054.98","2,820,705.18",,,,STATEN IS,40.633645,-74.182637,501,49,5000000,5014100250,323,SI0107
FY2019,GOTHAM SEAFOOD CORP.,John McGuire,macsfish@gmail.com,2122689169,542 WEST 29TH STREET,New York,NY,10001,Manufacturing,MFG. FISH,ICIP,39,5,39,06/15/2005,8.59,"103,450.2",,,,MANHATTAN,40.752098,-74.002999,104,3,1012437,1007000057,9902,MN0401
FY2019,GOTHAM SEAFOOD CORP.,John McGuire,macsfish@gmail.com,2122689169,542 WEST 29TH STREET,New York,NY,10001,Manufacturing,MFG. FISH,IDA,70,,,07/05/2017,"3,473.35","17,126.34",,,,MANHATTAN,40.752098,-74.002999,104,3,1012437,1007000057,9902,MN0401
FY2019,GOURMET BOUTIQUE LLC,Robert Liberto,rliberto@gourmetboutique.com,7182862782,144-02 158th Street,Queens,NY,11434,Manufacturing,MFG. GOURMET FOODS,IDA,253,,,03/17/2008,"97,318.29","1,602,438.18",,,,QUEENS,40.665363,-73.779302,413,31,4296646,4150120006,306,QN1306
FY2019,"Gourmet Guru, Inc.",Val  Lichtenstein,vlichtenstrin@gourmetguru.com,7188422828,1123 Worthen Street,"Bronx,",NY,10474,Wholesale/Warehouse/Distribution,Dist. of organic foods,IDA,19,,,11/01/2010,"1,725.91","132,483.51",,,,BRONX,40.814074,-73.894052,202,17,2094360,2027360237,9302,BX0201
FY2019,Graf & Lewent Architects LLP,Howard Graf,hgraf@glarchiects.com,7186516200,90-28 11st Street,Jamaica,NY,11432,Commercial,Provider of architectural services,ICIP,42,,,02/18/2013,"2,039.4","11,664.34",,,,,,,,,,,,
FY2019,Graham Windham Organization,Francis XSpain,BonillaC@graham-windham.org,2125296445,423-429 West 127th Street,New York,NY,10027,Wholesale/Warehouse/Distribution,,Tenant,24,,,10/09/2012,"3,910.25","25,098.05",,,,MANHATTAN,40.812964,-73.953759,109,7,1084105,1019670060,21303,MN0902
FY2019,"GRAND MERIDIAN PRINTINGS, INC.",Kwok Yim Chow,gm3343388@aol.com,7189373888,31-16 Hunters Point Ave,Queens,NY,11101,Manufacturing,COMMERCIAL PRINTER,IDA,31,,,04/08/2009,"8,553.64","108,831.59",,,,QUEENS,40.740189,-73.935824,402,26,4314365,4002890040,19902,QN0202
FY2019,"Grandstand Sports & Memorabilia, Inc.",Howard Schwartz,scottw@grandstandsports.com,2125328900,37-18 Northern Blvd,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,,Relocator,16,,,03/06/2017,"2,416.14","2,756.06",,,,QUEENS,40.752096,-73.925887,401,26,4003103,4002140040,17102,QN0161
FY2019,Greenfelds LLC,Joseph Freund,officegreenfelds.com,7188559368,632-644 Parkside Avenue,Brooklyn,NY,11226,Commercial,,IDA,29,,,10/27/2015,"9,005.4","28,334.38",,,,BROOKLYN,40.656131,-73.952145,309,40,3116054,3050570021,820,BK1701
FY2019,Greenpoint Avenue Realty LLC,Gina Argento,ginabws@gmail.com,7183499093,370 Greenpoint Avenue,Brooklyn,NY,11222,Manufacturing,Film studio productions,ICIP,2,,,11/03/2014,"28,334.23","161,148.16",,,,BROOKLYN,40.732015,-73.944744,301,33,3065233,3025830012,57902,BK0101
FY2019,"GREENPOINT GROUP, LLC",Mike  Kustanovich,aletaind@aol.com,7183490040,242 Eagle Street,BROOKLYN,NY,11222,Manufacturing,manufacture air conditioning ducts,IDA,36,,,06/02/2008,"3,632.42","56,082.91",,,,BROOKLYN,40.735569,-73.950677,301,33,3332274,3025060027,57901,BK0101
FY2019,Gustav Restoration LLC,Karin Geiger-Hill,karingh@gustavrestoration.com,3478706114,19-60 45th Street,Queens,NY,11105,Manufacturing,"construction fabrication, roofing, metal, skylights",Relocator,40,,,03/11/2016,"5,554.27","18,039.86",,,,QUEENS,40.775199,-73.897862,401,22,4015228,4007880055,12301,QN0101
FY2019,"HALE & HEARTY SOUPS, LLC",Simon Jacobs,sjacobs@haleandhearty.com,2122552400,75 NINTH AVENUE,New York,NY,10011,Manufacturing,MFG. WHS. OF SOUPS,ICIP,38,,,02/05/2009,"62,460.22","645,789.15",,,,MANHATTAN,40.741876,-74.004713,104,3,1012541,1007130001,83,MN0401
FY2019,Hall Street Storage LLC,Jeffrey Sitt,jsitt@vinegarhillhc.com,7188553636,12-38 HALL STREET,Brooklyn,NY,11205,Wholesale/Warehouse/Distribution,"Cold storage, dry storage warehouse",ICAP,21,,,07/08/2014,"28,492.3","145,919.27",,,,BROOKLYN,40.6972,-73.966663,302,35,3334438,3018750014,211,BK0203
